"22.04 10:54:03,010|" initCMEM hat status: input: RemTime: 4000, Datei: 'cmem.log'. 
"22.04 10:55:20,886|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:20,886|" getClientNNr hat status: ClientIsValid: {<7602.97.0>,{1492,851316,19000},1178}. 
"22.04 10:55:20,886|" getClientNNr hat status: ExpectedNNR Result: 1179. 
"22.04 10:55:20,917|" updateClient hat status: input: ClientId: <7602.97.0>, NNr: 0. 
"22.04 10:55:20,917|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:20,933|" getClientNNr hat status: input: ClientId: <7602.92.0>. 
"22.04 10:55:20,933|" getClient hat status: Client gefunden. 
"22.04 10:55:20,933|" clientIsValid hat status: input: ClientSecs: 851316, RemTime: 4000. 
"22.04 10:55:20,933|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:20,933|" getClientNNr hat status: ClientIsValid: {<7602.92.0>,{1492,851316,50000},1178}. 
"22.04 10:55:20,933|" getClientNNr hat status: ExpectedNNR Result: 1179. 
"22.04 10:55:20,948|" updateClient hat status: input: ClientId: <7602.92.0>, NNr: 0. 
"22.04 10:55:20,948|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:20,948|" getClientNNr hat status: input: ClientId: <7602.104.0>. 
"22.04 10:55:20,948|" getClient hat status: Client gefunden. 
"22.04 10:55:20,948|" clientIsValid hat status: input: ClientSecs: 851316, RemTime: 4000. 
"22.04 10:55:20,948|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:20,948|" getClientNNr hat status: ClientIsValid: {<7602.104.0>,{1492,851316,128000},1178}. 
"22.04 10:55:20,948|" getClientNNr hat status: ExpectedNNR Result: 1179. 
"22.04 10:55:20,964|" updateClient hat status: input: ClientId: <7602.104.0>, NNr: 0. 
"22.04 10:55:20,964|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:20,979|" getClientNNr hat status: input: ClientId: <7602.100.0>. 
"22.04 10:55:20,979|" getClient hat status: Client gefunden. 
"22.04 10:55:20,979|" clientIsValid hat status: input: ClientSecs: 851316, RemTime: 4000. 
"22.04 10:55:20,979|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:20,979|" getClientNNr hat status: ClientIsValid: {<7602.100.0>,{1492,851316,81000},1178}. 
"22.04 10:55:20,979|" getClientNNr hat status: ExpectedNNR Result: 1179. 
"22.04 10:55:20,995|" updateClient hat status: input: ClientId: <7602.100.0>, NNr: 0. 
"22.04 10:55:20,995|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:21,010|" getClientNNr hat status: input: ClientId: <7602.108.0>. 
"22.04 10:55:21,010|" getClient hat status: Client gefunden. 
"22.04 10:55:21,010|" clientIsValid hat status: input: ClientSecs: 851316, RemTime: 4000. 
"22.04 10:55:21,010|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:21,010|" getClientNNr hat status: ClientIsValid: {<7602.108.0>,{1492,851316,159000},1178}. 
"22.04 10:55:21,010|" getClientNNr hat status: ExpectedNNR Result: 1179. 
"22.04 10:55:21,026|" updateClient hat status: input: ClientId: <7602.108.0>, NNr: 0. 
"22.04 10:55:21,026|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:21,056|" getClientNNr hat status: input: ClientId: <7602.93.0>. 
"22.04 10:55:21,056|" getClient hat status: Client gefunden. 
"22.04 10:55:21,056|" clientIsValid hat status: input: ClientSecs: 851316, RemTime: 4000. 
"22.04 10:55:21,056|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:21,056|" getClientNNr hat status: ClientIsValid: {<7602.93.0>,{1492,851316,206000},1178}. 
"22.04 10:55:21,056|" getClientNNr hat status: ExpectedNNR Result: 1179. 
"22.04 10:55:21,056|" updateClient hat status: input: ClientId: <7602.93.0>, NNr: 0. 
"22.04 10:55:21,056|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:21,073|" getClientNNr hat status: input: ClientId: <7602.107.0>. 
"22.04 10:55:21,073|" getClient hat status: Client gefunden. 
"22.04 10:55:21,073|" clientIsValid hat status: input: ClientSecs: 851316, RemTime: 4000. 
"22.04 10:55:21,073|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:21,073|" getClientNNr hat status: ClientIsValid: {<7602.107.0>,{1492,851316,299000},1178}. 
"22.04 10:55:21,073|" getClientNNr hat status: ExpectedNNR Result: 1179. 
"22.04 10:55:21,089|" updateClient hat status: input: ClientId: <7602.107.0>, NNr: 0. 
"22.04 10:55:21,089|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:22,367|" getClientNNr hat status: input: ClientId: <7602.83.0>. 
"22.04 10:55:22,367|" getClient hat status: Client gefunden. 
"22.04 10:55:22,367|" clientIsValid hat status: input: ClientSecs: 851317, RemTime: 4000. 
"22.04 10:55:22,367|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:22,367|" getClientNNr hat status: ClientIsValid: {<7602.83.0>,{1492,851317,625000},0}. 
"22.04 10:55:22,367|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:22,367|" updateClient hat status: input: ClientId: <7602.83.0>, NNr: 1380. 
"22.04 10:55:22,367|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:22,805|" getClientNNr hat status: input: ClientId: <7602.81.0>. 
"22.04 10:55:22,805|" getClient hat status: Client gefunden. 
"22.04 10:55:22,805|" clientIsValid hat status: input: ClientSecs: 851317, RemTime: 4000. 
"22.04 10:55:22,805|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:22,805|" getClientNNr hat status: ClientIsValid: {<7602.81.0>,{1492,851317,953000},0}. 
"22.04 10:55:22,805|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:22,819|" updateClient hat status: input: ClientId: <7602.81.0>, NNr: 1395. 
"22.04 10:55:22,819|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:22,867|" getClientNNr hat status: input: ClientId: <7602.87.0>. 
"22.04 10:55:22,867|" getClient hat status: Client gefunden. 
"22.04 10:55:22,867|" clientIsValid hat status: input: ClientSecs: 851318, RemTime: 4000. 
"22.04 10:55:22,867|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:22,867|" getClientNNr hat status: ClientIsValid: {<7602.87.0>,{1492,851318,31000},0}. 
"22.04 10:55:22,867|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:22,883|" updateClient hat status: input: ClientId: <7602.87.0>, NNr: 1395. 
"22.04 10:55:22,883|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:23,273|" getClientNNr hat status: input: ClientId: <7602.84.0>. 
"22.04 10:55:23,273|" getClient hat status: Client gefunden. 
"22.04 10:55:23,273|" clientIsValid hat status: input: ClientSecs: 851318, RemTime: 4000. 
"22.04 10:55:23,273|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:23,273|" getClientNNr hat status: ClientIsValid: {<7602.84.0>,{1492,851318,608000},0}. 
"22.04 10:55:23,273|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:23,538|" updateClient hat status: input: ClientId: <7602.84.0>, NNr: 1410. 
"22.04 10:55:23,538|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:23,677|" getClientNNr hat status: input: ClientId: <7602.80.0>. 
"22.04 10:55:23,677|" getClient hat status: Client gefunden. 
"22.04 10:55:23,677|" clientIsValid hat status: input: ClientSecs: 851318, RemTime: 4000. 
"22.04 10:55:23,677|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:23,677|" getClientNNr hat status: ClientIsValid: {<7602.80.0>,{1492,851318,811000},0}. 
"22.04 10:55:23,677|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:23,694|" updateClient hat status: input: ClientId: <7602.80.0>, NNr: 1451. 
"22.04 10:55:23,694|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:23,756|" getClientNNr hat status: input: ClientId: <7602.79.0>. 
"22.04 10:55:23,756|" getClient hat status: Client gefunden. 
"22.04 10:55:23,756|" clientIsValid hat status: input: ClientSecs: 851318, RemTime: 4000. 
"22.04 10:55:23,756|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:23,756|" getClientNNr hat status: ClientIsValid: {<7602.79.0>,{1492,851318,905000},0}. 
"22.04 10:55:23,756|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:23,772|" updateClient hat status: input: ClientId: <7602.79.0>, NNr: 1451. 
"22.04 10:55:23,772|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:23,834|" getClientNNr hat status: input: ClientId: <7602.82.0>. 
"22.04 10:55:23,834|" getClient hat status: Client gefunden. 
"22.04 10:55:23,834|" clientIsValid hat status: input: ClientSecs: 851318, RemTime: 4000. 
"22.04 10:55:23,834|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:23,834|" getClientNNr hat status: ClientIsValid: {<7602.82.0>,{1492,851318,951000},0}. 
"22.04 10:55:23,834|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:23,850|" updateClient hat status: input: ClientId: <7602.82.0>, NNr: 1451. 
"22.04 10:55:23,850|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:24,115|" getClientNNr hat status: input: ClientId: <7602.86.0>. 
"22.04 10:55:24,115|" getClient hat status: Client gefunden. 
"22.04 10:55:24,115|" clientIsValid hat status: input: ClientSecs: 851319, RemTime: 4000. 
"22.04 10:55:24,115|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:24,115|" getClientNNr hat status: ClientIsValid: {<7602.86.0>,{1492,851319,295000},0}. 
"22.04 10:55:24,115|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:24,131|" updateClient hat status: input: ClientId: <7602.86.0>, NNr: 1451. 
"22.04 10:55:24,131|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:24,193|" getClientNNr hat status: input: ClientId: <7602.88.0>. 
"22.04 10:55:24,193|" getClient hat status: Client gefunden. 
"22.04 10:55:24,193|" clientIsValid hat status: input: ClientSecs: 851319, RemTime: 4000. 
"22.04 10:55:24,193|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:24,193|" getClientNNr hat status: ClientIsValid: {<7602.88.0>,{1492,851319,373000},0}. 
"22.04 10:55:24,193|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:24,193|" updateClient hat status: input: ClientId: <7602.88.0>, NNr: 1451. 
"22.04 10:55:24,193|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:25,191|" getClientNNr hat status: input: ClientId: <7602.95.0>. 
"22.04 10:55:25,191|" getClient hat status: Client gefunden. 
"22.04 10:55:25,191|" clientIsValid hat status: input: ClientSecs: 851320, RemTime: 4000. 
"22.04 10:55:25,191|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:25,191|" getClientNNr hat status: ClientIsValid: {<7602.95.0>,{1492,851320,43000},0}. 
"22.04 10:55:25,191|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:25,207|" updateClient hat status: input: ClientId: <7602.95.0>, NNr: 1451. 
"22.04 10:55:25,207|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:25,238|" getClientNNr hat status: input: ClientId: <7602.89.0>. 
"22.04 10:55:25,238|" getClient hat status: Client gefunden. 
"22.04 10:55:25,238|" clientIsValid hat status: input: ClientSecs: 851320, RemTime: 4000. 
"22.04 10:55:25,238|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:25,238|" getClientNNr hat status: ClientIsValid: {<7602.89.0>,{1492,851320,75000},0}. 
"22.04 10:55:25,238|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:25,254|" updateClient hat status: input: ClientId: <7602.89.0>, NNr: 1451. 
"22.04 10:55:25,254|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:25,363|" getClientNNr hat status: input: ClientId: <7602.91.0>. 
"22.04 10:55:25,363|" getClient hat status: Client gefunden. 
"22.04 10:55:25,363|" clientIsValid hat status: input: ClientSecs: 851320, RemTime: 4000. 
"22.04 10:55:25,363|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:25,363|" getClientNNr hat status: ClientIsValid: {<7602.91.0>,{1492,851320,137000},0}. 
"22.04 10:55:25,363|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:25,363|" updateClient hat status: input: ClientId: <7602.91.0>, NNr: 1451. 
"22.04 10:55:25,363|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:25,644|" getClientNNr hat status: input: ClientId: <7602.99.0>. 
"22.04 10:55:25,644|" getClient hat status: Client gefunden. 
"22.04 10:55:25,644|" clientIsValid hat status: input: ClientSecs: 851320, RemTime: 4000. 
"22.04 10:55:25,644|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:25,644|" getClientNNr hat status: ClientIsValid: {<7602.99.0>,{1492,851320,527000},0}. 
"22.04 10:55:25,644|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:25,659|" updateClient hat status: input: ClientId: <7602.99.0>, NNr: 1463. 
"22.04 10:55:25,659|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:25,784|" getClientNNr hat status: input: ClientId: <7602.96.0>. 
"22.04 10:55:25,784|" getClient hat status: Client gefunden. 
"22.04 10:55:25,784|" clientIsValid hat status: input: ClientSecs: 851320, RemTime: 4000. 
"22.04 10:55:25,784|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:25,784|" getClientNNr hat status: ClientIsValid: {<7602.96.0>,{1492,851320,543000},0}. 
"22.04 10:55:25,784|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:25,814|" updateClient hat status: input: ClientId: <7602.96.0>, NNr: 1465. 
"22.04 10:55:25,814|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:25,847|" getClientNNr hat status: input: ClientId: <7602.103.0>. 
"22.04 10:55:25,847|" getClient hat status: Client gefunden. 
"22.04 10:55:25,847|" clientIsValid hat status: input: ClientSecs: 851320, RemTime: 4000. 
"22.04 10:55:25,847|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:25,847|" getClientNNr hat status: ClientIsValid: {<7602.103.0>,{1492,851320,667000},0}. 
"22.04 10:55:25,847|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:25,862|" updateClient hat status: input: ClientId: <7602.103.0>, NNr: 1478. 
"22.04 10:55:25,862|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:25,909|" getClientNNr hat status: input: ClientId: <7602.102.0>. 
"22.04 10:55:25,909|" getClient hat status: Client gefunden. 
"22.04 10:55:25,909|" clientIsValid hat status: input: ClientSecs: 851320, RemTime: 4000. 
"22.04 10:55:25,909|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:25,909|" getClientNNr hat status: ClientIsValid: {<7602.102.0>,{1492,851320,714000},0}. 
"22.04 10:55:25,909|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:25,925|" updateClient hat status: input: ClientId: <7602.102.0>, NNr: 1478. 
"22.04 10:55:25,925|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:25,971|" getClientNNr hat status: input: ClientId: <7602.106.0>. 
"22.04 10:55:25,971|" getClient hat status: Client gefunden. 
"22.04 10:55:25,971|" clientIsValid hat status: input: ClientSecs: 851320, RemTime: 4000. 
"22.04 10:55:25,971|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:25,971|" getClientNNr hat status: ClientIsValid: {<7602.106.0>,{1492,851320,730000},0}. 
"22.04 10:55:25,971|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:26,002|" updateClient hat status: input: ClientId: <7602.106.0>, NNr: 1478. 
"22.04 10:55:26,002|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:26,034|" getClientNNr hat status: input: ClientId: <7602.90.0>. 
"22.04 10:55:26,034|" getClient hat status: Client gefunden. 
"22.04 10:55:26,034|" clientIsValid hat status: input: ClientSecs: 851320, RemTime: 4000. 
"22.04 10:55:26,034|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:26,034|" getClientNNr hat status: ClientIsValid: {<7602.90.0>,{1492,851320,777000},0}. 
"22.04 10:55:26,034|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:26,064|" updateClient hat status: input: ClientId: <7602.90.0>, NNr: 1478. 
"22.04 10:55:26,064|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:26,189|" getClientNNr hat status: input: ClientId: <7602.97.0>. 
"22.04 10:55:26,189|" getClient hat status: Client gefunden. 
"22.04 10:55:26,189|" clientIsValid hat status: input: ClientSecs: 851320, RemTime: 4000. 
"22.04 10:55:26,189|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:26,189|" getClientNNr hat status: ClientIsValid: {<7602.97.0>,{1492,851320,917000},0}. 
"22.04 10:55:26,189|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:26,502|" updateClient hat status: input: ClientId: <7602.97.0>, NNr: 1478. 
"22.04 10:55:26,502|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:26,532|" getClientNNr hat status: input: ClientId: <7602.100.0>. 
"22.04 10:55:26,532|" getClient hat status: Client gefunden. 
"22.04 10:55:26,532|" clientIsValid hat status: input: ClientSecs: 851320, RemTime: 4000. 
"22.04 10:55:26,532|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:26,532|" getClientNNr hat status: ClientIsValid: {<7602.100.0>,{1492,851320,995000},0}. 
"22.04 10:55:26,532|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:26,548|" updateClient hat status: input: ClientId: <7602.100.0>, NNr: 1478. 
"22.04 10:55:26,548|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:26,564|" getClientNNr hat status: input: ClientId: <7602.92.0>. 
"22.04 10:55:26,564|" getClient hat status: Client gefunden. 
"22.04 10:55:26,564|" clientIsValid hat status: input: ClientSecs: 851320, RemTime: 4000. 
"22.04 10:55:26,564|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:26,564|" getClientNNr hat status: ClientIsValid: {<7602.92.0>,{1492,851320,948000},0}. 
"22.04 10:55:26,564|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:26,564|" updateClient hat status: input: ClientId: <7602.92.0>, NNr: 1478. 
"22.04 10:55:26,564|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:26,580|" getClientNNr hat status: input: ClientId: <7602.104.0>. 
"22.04 10:55:26,580|" getClient hat status: Client gefunden. 
"22.04 10:55:26,580|" clientIsValid hat status: input: ClientSecs: 851320, RemTime: 4000. 
"22.04 10:55:26,580|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:26,580|" getClientNNr hat status: ClientIsValid: {<7602.104.0>,{1492,851320,964000},0}. 
"22.04 10:55:26,580|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:26,595|" updateClient hat status: input: ClientId: <7602.104.0>, NNr: 1478. 
"22.04 10:55:26,595|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:26,611|" getClientNNr hat status: input: ClientId: <7602.107.0>. 
"22.04 10:55:26,611|" getClient hat status: Client gefunden. 
"22.04 10:55:26,611|" clientIsValid hat status: input: ClientSecs: 851321, RemTime: 4000. 
"22.04 10:55:26,611|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:26,611|" getClientNNr hat status: ClientIsValid: {<7602.107.0>,{1492,851321,89000},0}. 
"22.04 10:55:26,611|" getClientNNr hat status: ExpectedNNR Result: 1. 
